RecordNo,q,a
2272,Q7,KMD BV
2272,Q7,CPR SØG
2275,Q7,Don't know
2276,Q7,Don't know
2284,Q7,Grammerly
2285,Q7,Mobile
2286,Q7,Outlook
2300,Q7,X
2301,Q7,Så offline som muligt grundet hackerangreb
2304,Q7,Don't know
2307,Q7,Don't know
2312,Q7,Mail
2320,Q7,tamigo
2320,Q7,Team Gannt
2320,Q7,Office.com
2320,Q7,Xink
2330,Q7,Don't know
2333,Q7,Her gælder det samme.
2338,Q7,Don't know
2339,Q7,Don't know
2342,Q7,Don't know
2348,Q7,XMO
2356,Q7,Hadoop
2356,Q7,Siscon ControlManager
2356,Q7,internt udviklede applikationer
2357,Q7,Ingen anelse
2359,Q7,Prezi
2364,Q7,Nemhandelsregistret
2367,Q7,Don't know
2369,Q7,Don't know
2370,Q7,Don't know
2373,Q7,Ingen
2375,Q7,Don't know
2377,Q7,Safari
2377,Q7,Riskminder
2377,Q7,Mail
2379,Q7,Don't know
2380,Q7,ff
2380,Q7,f
2380,Q7,f
2380,Q7,f
2381,Q7,Don't know
2382,Q7,Don't know
2384,Q7,redtube
2391,Q7,Don't know
2395,Q7,Don't know
2407,Q7,Don't know
2412,Q7,Egenudviklede
2412,Q7,jira
2419,Q7,Don't know
2429,Q7,Outlook
2429,Q7,deltaplan
2442,Q7,-
2448,Q7,de nyeste opdatere aps
2451,Q7,SBsys
2451,Q7,Agenda Management
2453,Q7,Ingen
2465,Q7,Otap
2465,Q7,sundhedsplatfirmen
2467,Q7,Systime
2471,Q7,Ved ikke
2474,Q7,G
2481,Q7,Citrix
2482,Q7,matlab
2482,Q7,Jim
2504,Q7,Don't know
2514,Q7,
2514,Q7,jmælk
2516,Q7,VAR
2516,Q7,FMK
2516,Q7,GOOGLEMAP
2516,Q7,BEKEY
2516,Q7,NEXUS
2516,Q7,
2517,Q7,Book creator
2527,Q7,Don't know
2531,Q7,Don't know
2532,Q7,Ingen
2536,Q7,Microsoft Online
2540,Q7,Don't know
2541,Q7,Ved ikke
2542,Q7,Don't know
2544,Q7,Word
2544,Q7,Excel
2557,Q7,?
2558,Q7,?
2566,Q7,Samme
2567,Q7,Don't know
2568,Q7,.
2570,Q7,Trello
2570,Q7,youtrack
2570,Q7,teamcity
2571,Q7,Don't know
2578,Q7,word
2579,Q7,Don't know
2581,Q7,Region Midtjylland intranet
2583,Q7,excel
2586,Q7,Don't know
2588,Q7,Overleaf
2588,Q7,Dropbox
2597,Q7,ingen
2599,Q7,Don't know
2609,Q7,Nexus
2613,Q7,Nexus
2627,Q7,
2627,Q7,
2630,Q7,Don't know
2634,Q7,?
2636,Q7,Don't know
2639,Q7,ingen
2640,Q7,Don't know
2649,Q7,axapta
2649,Q7,exell
2649,Q7,word
2649,Q7,mircosoft
2649,Q7,gmail
2650,Q7,Leverandørers egne portaler som man ligger på
2653,Q7,Don't know
2659,Q7,Don't know
2661,Q7,E-conomic
2661,Q7,da løn
2661,Q7,iris
2663,Q7,workforce lessor
2663,Q7,
2665,Q7,Smartplan
2666,Q7,Don't know
2669,Q7,kun koncern interne programmer
2671,Q7,Adform
2671,Q7,Google Analytics
2671,Q7,Google Adwords
2671,Q7,Facebook Business Manager
2674,Q7,.
2675,Q7,Pro medicin
2677,Q7,Don't know
2678,Q7,Gh
2680,Q7,Fotobehandling
2681,Q7,Don't know
2685,Q7,Microsoft Office
2685,Q7,Undcrambler
2685,Q7,R Studio
2685,Q7,
2693,Q7,excel
2693,Q7,outlook
2696,Q7,Don't know
2704,Q7,Don't know
2712,Q7,Don't know
2717,Q7,Don't know
2718,Q7,Don't know
2721,Q7,Google
2724,Q7,Don't know
2725,Q7,Don't know
2727,Q7,Windows
2728,Q7,Nexus
2730,Q7,....
2732,Q7,Don't know
2736,Q7,-
2750,Q7,Time
2750,Q7,notes
2750,Q7,yr
2752,Q7,Don't know
2760,Q7,lægehåndbogen
2762,Q7,Don't know
2778,Q7,SurveyXact
2780,Q7,office
2786,Q7,ingen
2790,Q7,Don't know
2795,Q7,Don't know
2796,Q7,igen
2815,Q7,Don't know
2824,Q7,intranet
2824,Q7,I-drev
2835,Q7,Skype
2835,Q7,webdites
2837,Q7,Webmail
2840,Q7,Don't know
2850,Q7,Outlook
2852,Q7,Dinero
2852,Q7,Gmail
2852,Q7,Gmail for Works
2856,Q7,Ikke nogle særlige
2857,Q7,Don't know
2859,Q7,Don't know
2865,Q7,Don't know
2874,Q7,Kommunal ansat
2875,Q7,Don't know
2878,Q7,Ekj
2880,Q7,Ingen
2881,Q7,Don't know
2884,Q7,Don't know
2889,Q7,Don't know
2895,Q7,Don't know
2896,Q7,Don't know
2897,Q7,Don't know
2900,Q7,Kahoot
2900,Q7,PersonaleIntra
2900,Q7,Doodle
2907,Q7,.
2912,Q7,Don't know
2914,Q7,Care
2914,Q7,min tid
2914,Q7,min løn
2917,Q7,Goodreads
2917,Q7,zotero
2917,Q7,rex
2928,Q7,Don't know
2930,Q7,j
2930,Q7,l
2932,Q7,Aner det ikke
2934,Q7,Don't know
2936,Q7,Office 365
2936,Q7,outlook 365
2936,Q7,salesforce
2936,Q7,speedtest
2936,Q7,chrome
2936,Q7,safari
2936,Q7,fieldservice
2936,Q7,airtable
2936,Q7,
2939,Q7,Dgg
2945,Q7,Google
2945,Q7,skolekom
2945,Q7,lærerintra
2945,Q7,hval.dk/mitcfu
2949,Q7,Don't know
2952,Q7,Don't know
2953,Q7,Don't know
2956,Q7,mail
2964,Q7,Don't know
2966,Q7,Vi anvender Imovie
2967,Q7,Don't know
2969,Q7,Outlook
2973,Q7,Smartday
2977,Q7,Don't know
2978,Q7,Don't know
2980,Q7,Ingen specielt
2992,Q7,Don't know
2993,Q7,ved ikke
2994,Q7,Don't know
3e3,Q7,Don't know
3005,Q7,Don't know
3013,Q7,Intra
3028,Q7,Husker ikke
3030,Q7,Skype
3033,Q7,Don't know
3040,Q7,Don't know
3048,Q7,Don't know
3049,Q7,Outlook
3058,Q7,Don't know
3066,Q7,Don't know
3069,Q7,Enalyzer
3071,Q7,Don't know
3072,Q7,Don't know
3075,Q7,Windows xp
3089,Q7,Don't know
3091,Q7,Don't know
3094,Q7,Office 365
3095,Q7,Don't know
3096,Q7,Ingen
3098,Q7,Det ved jeg ikke
3100,Q7,Don't know
3106,Q7,Don't know
3109,Q7,Don't know
3112,Q7,Don't know
3113,Q7,Don't know
3114,Q7,Don't know
3116,Q7,Ved ikke
3118,Q7,Medicin.dk
3118,Q7,infonet
3118,Q7,intranet
3125,Q7,Don't know
3131,Q7,Skype for Business
3134,Q7,Trello
3137,Q7,SLS
3137,Q7,HR-loen
3140,Q7,Don't know
3143,Q7,Don't know
3145,Q7,pas
3150,Q7,Don't know
3156,Q7,Don't know
3158,Q7,Superoffice
3158,Q7,timelog
3158,Q7,microsoft sharepoint
3166,Q7,Don't know
3179,Q7,works
3179,Q7,webmail
3179,Q7,intranet
3179,Q7,
3192,Q7,Kender ikke navnet
3193,Q7,Ingen apps.
3194,Q7,Chl
3195,Q7,Invision
3202,Q7,Don't know
3203,Q7,Don't know
3207,Q7,Don't know
3211,Q7,Don't know
3212,Q7,Ved ikke
3213,Q7,1
3219,Q7,Don't know
3222,Q7,Don't know
3228,Q7,Primer3
3228,Q7,ExPASy Bioinformatics Resource Portal
3228,Q7,New England Biolabs Tools & Resources
3232,Q7,.
3235,Q7,NCBI BLAST
3235,Q7,
3244,Q7,Don't know
3247,Q7,Word
3252,Q7,Facebook
3252,Q7,Instagram
3254,Q7,Don't know
3259,Q7,Citrix
3263,Q7,Don't know
3271,Q7,Don't know
3273,Q7,?
3274,Q7,Don't know
3276,Q7,Don't know
3277,Q7,Engelsk.gyldendal.dk
3277,Q7,skoleintra.dk
3277,Q7,grammatip
3277,Q7,matematikfessor
3279,Q7,Jobindsats
3285,Q7,Don't know
3287,Q7,Don't know
3289,Q7,Don't know
3290,Q7,cms
3292,Q7,Don't know
3298,Q7,Care
3302,Q7,Don't know
3307,Q7,Don't know
3308,Q7,autocoreportalen
3310,Q7,Don't know
3314,Q7,Mentoronline
3320,Q7,Don't know
3328,Q7,Don't know
3330,Q7,google
3330,Q7,acrobat reader
3330,Q7,dr tv
3330,Q7,
3330,Q7,facebook
3330,Q7,tv stofa
3330,Q7,you see musik
3335,Q7,Primer3
3335,Q7,ved ikke hvem producent er
3336,Q7,Microsoft Office 360
3336,Q7,OpenOffice Suite
3336,Q7,LibreOffice
3340,Q7,1
3341,Q7,Don't know
3351,Q7,Sensum bosted
3352,Q7,Don't know
3355,Q7,Ingen
3358,Q7,Ved ikke
3361,Q7,Don't know
3362,Q7,ved ikke
3364,Q7,Don't know
3374,Q7,CMS systemer
3374,Q7,ASP.net
3374,Q7,Guide danmark
3379,Q7,Don't know
3387,Q7,Don't know
3405,Q7,Google
3405,Q7,dictionary
3408,Q7,Don't know
3414,Q7,Wordpress
3417,Q7,Don't know
3422,Q7,bfddaf
3427,Q7,Pro.medicib
3428,Q7,Don't know
3433,Q7,Google
3435,Q7,Ved ikke
3438,Q7,Ok
3440,Q7,Don't know
3443,Q7,Medusa
3443,Q7,Office 365
3446,Q7,indenfor finans
3448,Q7,dropbox
3458,Q7,Don't know
3462,Q7,Don't know
3465,Q7,Don't know
3467,Q7,Jg
3470,Q7,Dette er ligeledes fortrolig information
3478,Q7,Don't know
3480,Q7,Citrix
3482,Q7,Don't know
3483,Q7,Don't know
3494,Q7,Don't know
3499,Q7,Don't know
3505,Q7,Google drev
3514,Q7,Epj
3516,Q7,microsoft
3517,Q7,Don't know
3518,Q7,ingen
3522,Q7,Google docs
3523,Q7,Don't know
3524,Q7,Hk
3528,Q7,Don't know
3536,Q7,Don't know
3537,Q7,Don't know
3538,Q7,Vævvv pb æbæ
3543,Q7,Don't know
3559,Q7,Slack
3559,Q7,Github
3559,Q7,Gitlab
3559,Q7,Confluence.
3564,Q7,Don't know
3572,Q7,Don't know
3574,Q7,Don't know
3575,Q7,Don't know
3577,Q7,Don't know
3578,Q7,Invision
3580,Q7,Don't know
3587,Q7,Google Scholar
3587,Q7,Research Gate
3593,Q7,Don't know
3597,Q7,Google
3599,Q7,Don't know
3600,Q7,Opera
3601,Q7,Ingen
3602,Q7,InDesign
3602,Q7,
3604,Q7,Pensionist
3604,Q7,
3611,Q7,D
3612,Q7,Gf
3613,Q7,Ingne
3620,Q7,Don't know
3621,Q7,J
3622,Q7,Don't know
3632,Q7,Don't know
3633,Q7,J
3637,Q7,google
3644,Q7,Don't know
3648,Q7,Ingen
3660,Q7,Don't know
3663,Q7,Don't know
3667,Q7,Don't know
3668,Q7,Don't know
3669,Q7,Microsoft Office
3669,Q7,Microsoft Dynamics Nav
3671,Q7,Jeg bruger Word mange gange om dagen og selvfølgelig er jeg meget på Google.com for at søge informationer. Men Apps nej stort set ikke.
3677,Q7,Don't know
3678,Q7,Don't know
3679,Q7,Don't know
3680,Q7,Gtt
3684,Q7,piccollage
3690,Q7,Skoleintra
3690,Q7,start.skolen.nu
3690,Q7,minuddannelse.net
3702,Q7,Don't know
3710,Q7,ved ikk
3718,Q7,Don't know
3719,Q7,Intern program
3720,Q7,Cegid
3724,Q7,Villeby
3724,Q7,filmstriben
3724,Q7,emu
3724,Q7,lærerintra
3724,Q7,
3728,Q7,SAP
3731,Q7,Canva
3731,Q7,piktochart
3731,Q7,via ritzau
3731,Q7,trello
3731,Q7,slack
3733,Q7,Don't know
3737,Q7,Don't know
3740,Q7,Dokumentation
3743,Q7,Kommunalt system
3755,Q7,Don't know
3757,Q7,chrome
3757,Q7,lotus notes
3757,Q7,astraia
3757,Q7,java 8
3757,Q7,impax
3761,Q7,Don't know
3762,Q7,Ingen
3763,Q7,Don't know
3778,Q7,Bububun
3781,Q7,KMD indkomst
3781,Q7,Momentom
3781,Q7,KMD3270
3782,Q7,Don't know
3787,Q7,Don't know
3789,Q7,etx capital
3798,Q7,Don't know
3799,Q7,Facebook
3799,Q7,Google
3801,Q7,Don't know
3807,Q7,word mat word excel
3815,Q7,GOOGLE
3820,Q7,Ingen
3823,Q7,Don't know
3825,Q7,Google Docs
3825,Q7,Gmail
3833,Q7,Firmaets ap
3839,Q7,Wikislovar
3845,Q7,ved ikke
3858,Q7,Open Tele Health
3858,Q7,Google
3858,Q7,
3865,Q7,Tiki toki
3865,Q7,dansk.gyldendal
3865,Q7,historiefaget.dk
3865,Q7,religionsfaget.dk
3870,Q7,Don't know
3872,Q7,Adobe
3873,Q7,Don't know
3882,Q7,Don't know
3889,Q7,SAP
3894,Q7,Exorlive
3895,Q7,Ved ikke
3902,Q7,Don't know
3903,Q7,Don't know
3925,Q7,Ingen
3943,Q7,Outlook
3943,Q7,telefonopkald
3944,Q7,G
